,away_goal_a_1,away_goal_half_a_1,away_red_a_1,away_team_a_1,away_yellow_a_1,date_a_1,flag_a_1,footGoal_away_a_1,footGoal_away_half_a_1,footGoal_bet_a_1,footGoal_home_a_1,footGoal_home_half_a_1,goals_bet_a_1,home_goal_a_1,home_goal_half_a_1,home_red_a_1,home_team_a_1,home_yellow_a_1,id_a_1,main_bet_a_1,match_a_1,l_home_goal,l_away_goal,l_home_yellow,l_home_red,l_away_yellow,l_away_red,l_flag,l_net_goal,l_net_yellow,l_date,l_diff_time
626,0,0,0,莱斯特,0,17/02/01,1,2,0,10.5,10,3,2.25,1,0,0,伯恩利,1,627,0.0,英超,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.9999000099990001,0.9997000899730081,14/10/04,545.3333333333334
325,1,1,0,莱斯特,0,17/12/02,0,10,3,10.5,7,5,2.25,0,0,0,伯恩利,2,326,-0.5,英超,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.9997000899730081,0.9997000899730081,15/04/25,565.6666666666666
142,1,0,0,莱斯特,1,18/04/14,1,8,3,11.0,4,2,2.25,2,2,0,伯恩利,2,143,0.0,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,-0.9997000899730081,0.9998500224966255,16/09/17,381.3333333333333
1536,4,2,0,西布朗维奇,1,14/09/28,0,10,9,10.0,2,1,2.25,0,0,0,伯恩利,2,1537,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1361,2,1,0,西布朗维奇,4,15/02/08,1,6,2,10.0,5,0,2.0,2,2,0,伯恩利,0,1362,-0.25,英超,0.0,1.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,-0.9999250056245782,0.33330000333300003,0,44.333333333333336
729,4,3,0,西布朗维奇,0,16/11/22,0,4,1,10.5,3,0,2.25,0,0,0,伯恩利,0,730,-0.5,英超,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.0,-0.9999250056245782,0,479.6666666666667
499,2,0,0,西布朗维奇,3,17/05/06,1,8,3,10.0,5,1,2.0,2,0,0,伯恩利,1,500,-0.25,英超,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.9999250056245782,0.0,14/09/28,644.6666666666666
453,1,0,1,西布朗维奇,0,17/08/19,1,5,4,9.5,5,3,2.0,0,0,0,伯恩利,1,454,0.0,英超,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,-0.49996250281228916,15/02/08,432.6666666666667
163,1,0,0,西布朗维奇,1,18/03/31,0,1,0,10.5,6,3,2.0,2,1,0,伯恩利,3,164,0.0,英超,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,-0.9997000899730081,0.9997000899730081,16/11/22,349.0
1520,3,0,0,西汉姆,1,14/10/18,1,6,1,11.5,3,1,2.5,1,0,0,伯恩利,0,1521,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1259,1,1,0,西汉姆,3,15/05/02,0,13,3,11.5,3,1,2.25,0,0,1,伯恩利,1,1260,-0.25,英超,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.49996250281228916,-0.9997000899730081,0,65.33333333333333
696,1,1,0,西汉姆,0,16/12/15,0,6,4,11.0,1,1,2.5,0,0,0,伯恩利,2,697,-0.75,英超,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,-0.9997000899730081,-0.49996250281228916,0,460.6666666666667
469,2,1,0,西汉姆,2,17/05/21,1,5,0,10.5,2,2,2.75,1,1,0,伯恩利,2,470,-0.25,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,-0.9997000899730081,0.9998500224966255,14/10/18,617.6666666666666
394,1,1,1,西汉姆,3,17/10/14,1,4,2,10.0,7,3,2.25,1,0,0,伯恩利,2,395,0.0,英超,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.33330000333300003,0.0,15/05/02,448.3333333333333
177,0,0,0,西汉姆,2,18/03/10,0,5,4,10.0,1,0,2.0,3,0,0,伯恩利,2,178,-0.25,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,-0.19998800071995684,16/12/15,296.6666666666667
1496,0,0,0,赫尔,4,14/11/08,1,1,1,10.5,7,5,2.25,1,0,0,伯恩利,6,1497,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1248,0,0,0,赫尔,1,15/05/09,0,9,5,10.5,3,2,2.25,1,0,0,伯恩利,1,1249,-0.5,英超,0.3333333333333333,0.0,2.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.9997000899730081,0.19999400017999464,0,60.666666666666664
816,1,0,0,赫尔,0,16/09/10,1,9,4,10.5,5,3,2.0,1,0,0,伯恩利,2,817,-0.25,英超,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.9997000899730081,0.0,0,387.3333333333333
597,1,0,0,赫尔,1,17/02/25,0,6,1,10.0,3,2,2.25,1,0,0,伯恩利,2,598,-0.25,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.9998500224966255,14/11/08,555.3333333333334
1475,1,1,0,阿斯顿维拉,3,14/11/29,1,5,5,10.0,1,0,2.25,1,0,0,伯恩利,3,1476,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1233,0,0,0,阿斯顿维拉,1,15/05/24,0,7,4,11.0,2,0,2.5,1,1,0,伯恩利,2,1234,-0.25,英超,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0,58.666666666666664
1505,2,0,0,阿森纳,0,14/11/01,0,18,7,10.5,1,1,3.0,0,0,0,伯恩利,1,1506,-1.75,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1286,1,1,0,阿森纳,0,15/04/12,1,6,1,10.5,1,0,2.5,0,0,0,伯恩利,2,1287,1.0,英超,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,-0.9998500224966255,0.9997000899730081,0,54.0
779,1,0,0,阿森纳,0,16/10/02,1,6,2,10.5,2,0,2.75,0,0,0,伯恩利,0,780,1.5,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,-0.9997000899730081,0.9998500224966255,0,413.3333333333333
630,2,0,1,阿森纳,1,17/01/22,0,10,5,11.5,4,2,3.25,1,0,0,伯恩利,3,631,-1.75,英超,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,-0.9997000899730081,0.0,14/11/01,525.3333333333334
340,1,0,0,阿森纳,0,17/11/26,1,5,3,10.0,5,5,2.5,0,0,0,伯恩利,2,341,1.0,英超,0.3333333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,-0.33330000333300003,0.49996250281228916,15/04/12,562.3333333333334
105,5,2,0,阿森纳,0,18/05/06,0,4,2,11.0,5,1,3.0,0,0,0,伯恩利,1,106,-1.5,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,-0.9997000899730081,0.9998500224966255,16/10/02,403.6666666666667
704,3,2,0,伯恩利,2,16/12/10,0,4,3,10.5,11,6,2.25,2,1,0,伯恩茅斯,2,705,0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
490,1,0,0,伯恩利,1,17/05/13,1,1,0,10.5,7,2,2.75,2,1,0,伯恩茅斯,0,491,-0.75,英超,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,-0.19998800071995684,0.0,0,51.333333333333336
333,2,1,0,伯恩利,1,17/11/30,1,6,6,10.5,4,2,2.25,1,0,0,伯恩茅斯,0,334,-0.25,英超,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.33330000333300003,-0.9997000899730081,0,185.33333333333334
89,1,1,0,伯恩利,0,18/05/13,0,7,4,10.5,8,2,2.75,2,0,0,伯恩茅斯,0,90,-0.25,英超,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.33330000333300003,-0.9997000899730081,16/12/10,349.3333333333333
35,4,2,0,伯恩利,2,18/09/22,0,3,3,10.5,8,2,2.5,0,0,0,伯恩茅斯,0,36,0.25,英超,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.33330000333300003,0.0,17/05/13,308.3333333333333
1077,0,0,0,切尔西,2,15/12/06,0,11,3,10.5,4,2,2.75,1,0,0,伯恩茅斯,1,1078,-1.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
888,4,2,0,切尔西,0,16/04/23,1,7,1,11.0,10,5,2.75,1,1,0,伯恩茅斯,1,889,0.25,英超,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.9997000899730081,-0.33330000333300003,0,46.333333333333336
676,3,1,0,切尔西,1,16/12/26,0,5,3,10.5,5,3,2.75,0,0,0,伯恩茅斯,1,677,-1.25,英超,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,-0.5999640021598704,0.9997000899730081,0,211.0
539,3,2,0,切尔西,3,17/04/09,1,4,2,10.5,4,2,3.0,1,1,0,伯恩茅斯,2,540,1.0,英超,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.9999000099990001,0.0,15/12/06,315.0
372,1,0,0,切尔西,0,17/10/29,1,5,5,10.5,5,3,2.75,0,0,0,伯恩茅斯,2,373,1.0,英超,0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,-0.49996250281228916,-0.19998800071995684,16/04/23,354.6666666666667
225,0,0,0,切尔西,1,18/02/01,0,8,4,11.0,5,3,2.75,3,0,0,伯恩茅斯,0,226,-1.25,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,-0.9997000899730081,0.9998500224966255,16/12/26,265.0
57,2,0,0,切尔西,2,18/09/01,0,7,5,11.0,6,1,3.25,0,0,0,伯恩茅斯,2,58,-1.5,英超,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9999000099990001,-0.9997000899730081,17/04/09,343.0
1205,1,1,0,利物浦,1,15/08/18,0,6,5,11.0,8,4,2.5,0,0,0,伯恩茅斯,4,1206,-1.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
897,2,2,0,利物浦,0,16/04/17,1,4,1,10.5,5,2,2.5,1,0,0,伯恩茅斯,0,898,0.0,英超,0.0,0.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.9997000899730081,0.5999640021598704,0,81.0
711,3,2,0,利物浦,2,16/12/04,1,9,6,10.5,4,1,2.75,4,0,0,伯恩茅斯,2,712,0.75,英超,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,-0.33330000333300003,0.0,0,235.0
547,2,1,0,利物浦,1,17/04/06,0,7,4,10.5,2,2,2.75,2,1,0,伯恩茅斯,1,548,-1.25,英超,1.3333333333333333,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.14285102067054267,0.0,15/08/18,358.0
290,4,3,0,利物浦,1,17/12/18,1,3,2,10.5,2,1,3.25,0,0,0,伯恩茅斯,1,291,1.25,英超,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,16/04/17,415.0
139,3,1,0,利物浦,1,18/04/15,0,7,6,10.5,5,2,3.5,0,0,0,伯恩茅斯,1,140,-2.0,英超,0.0,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.9999250056245782,0.0,16/12/04,329.6666666666667
1116,2,2,1,南安普顿,1,15/11/02,0,4,4,10.5,6,0,2.5,0,0,0,伯恩茅斯,2,1117,-1.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
957,0,0,0,南安普顿,0,16/03/02,1,2,0,10.5,10,7,2.25,2,1,0,伯恩茅斯,0,958,0.0,英超,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,-0.9998500224966255,0.33330000333300003,0,40.333333333333336
682,3,1,0,南安普顿,3,16/12/18,1,4,1,10.5,7,5,2.25,1,1,0,伯恩茅斯,0,683,0.0,英超,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.9998500224966255,0.0,0,234.33333333333334
558,0,0,0,南安普顿,1,17/04/02,0,6,5,10.0,3,3,2.75,0,0,0,伯恩茅斯,0,559,-1.0,英超,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,-0.49996250281228916,-0.9999000099990001,15/11/02,339.3333333333333
320,1,0,0,南安普顿,1,17/12/03,1,4,2,10.5,5,3,2.25,1,1,0,伯恩茅斯,2,321,0.25,英超,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-0.9997000899730081,16/03/02,412.0
121,2,1,0,南安普顿,5,18/04/28,0,5,3,11.0,8,4,2.75,1,1,0,伯恩茅斯,1,122,-1.0,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.33330000333300003,16/12/18,344.3333333333333
5,0,0,0,南安普顿,2,18/10/20,1,4,2,10.5,6,1,2.75,0,0,0,伯恩茅斯,1,6,-0.25,英超,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667,0.0,0.0,-0.33330000333300003,-0.6666333349999167,17/04/02,354.0
85,0,0,0,卡迪夫,1,18/08/11,1,4,0,10.5,7,3,2.5,2,1,0,伯恩茅斯,1,86,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
357,0,0,0,哈德斯菲尔德,2,17/11/18,1,11,5,10.5,8,6,2.25,4,2,1,伯恩茅斯,4,358,-0.75,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
202,4,2,0,哈德斯菲尔德,0,18/02/11,0,2,2,10.0,6,3,2.25,1,1,0,伯恩茅斯,3,203,0.25,英超,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.9999250056245782,0.3333166674999583,0,28.333333333333332
1093,3,2,0,埃弗顿,0,15/11/28,1,5,5,10.5,10,3,2.75,3,0,0,伯恩茅斯,1,1094,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
878,2,1,0,埃弗顿,1,16/04/30,0,3,2,10.5,5,2,3.0,1,1,0,伯恩茅斯,0,879,-0.25,英超,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.9997000899730081,0,51.333333333333336
797,0,0,0,埃弗顿,2,16/09/24,1,3,2,11.0,5,4,2.5,1,1,0,伯恩茅斯,2,798,0.25,英超,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,-0.33330000333300003,-0.9997000899730081,0,149.33333333333334
613,6,3,0,埃弗顿,3,17/02/04,0,4,0,11.0,8,5,2.75,3,0,0,伯恩茅斯,1,614,-0.75,英超,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.9997000899730081,0.0,15/11/28,282.3333333333333
415,2,0,0,埃弗顿,3,17/09/23,0,4,2,10.5,6,3,2.5,1,0,0,伯恩茅斯,1,416,-0.75,英超,1.0,2.0,0.3333333333333333,0.0,1.0,0.0,0.0,-0.3333222225925802,-0.49996250281228916,16/04/30,368.6666666666667
267,1,0,0,埃弗顿,0,17/12/30,1,4,3,10.0,4,2,2.25,2,1,0,伯恩茅斯,0,268,-0.25,英超,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,-0.33330000333300003,-0.49996250281228916,16/09/24,296.3333333333333
65,2,0,1,埃弗顿,3,18/08/25,1,2,2,10.0,6,0,2.75,2,0,1,伯恩茅斯,0,66,0.0,英超,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.33330000333300003,0.0,17/02/04,380.3333333333333
428,1,0,0,布莱顿,0,17/09/16,1,4,0,10.0,6,1,2.5,2,0,0,伯恩茅斯,0,429,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
259,2,1,0,布莱顿,2,18/01/01,0,5,2,10.5,12,5,2.0,2,1,0,伯恩茅斯,1,260,-0.25,英超,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.33330000333300003,0.0,0,35.666666666666664
1127,5,3,0,托特纳姆热刺,1,15/10/25,1,5,2,10.0,4,1,2.5,1,1,0,伯恩茅斯,0,1128,0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
926,3,2,0,托特纳姆热刺,0,16/03/21,0,4,4,11.0,5,1,2.5,0,0,0,伯恩茅斯,1,927,-1.0,英超,0.3333333333333333,1.6666666666666667,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.6666333349999167,-0.9997000899730081,0,49.333333333333336
768,0,0,0,托特纳姆热刺,4,16/10/22,1,4,2,10.5,7,5,2.75,0,0,0,伯恩茅斯,2,769,0.5,英超,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.9999000099990001,0.9997000899730081,0,192.66666666666666
535,4,2,0,托特纳姆热刺,0,17/04/15,0,13,5,11.0,1,1,3.25,0,0,0,伯恩茅斯,1,536,-2.0,英超,0.0,0.0,0.6666666666666666,0.0,1.3333333333333333,0.0,0.3333333333333333,0.0,-0.3333166674999583,15/10/25,367.6666666666667
396,1,0,0,托特纳姆热刺,1,17/10/14,0,9,3,11.5,5,2,3.25,0,0,0,伯恩茅斯,3,397,-1.75,英超,0.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,-0.9999250056245782,0.9997000899730081,16/03/21,370.3333333333333
170,4,1,0,托特纳姆热刺,1,18/03/11,1,5,1,11.0,4,2,3.0,1,1,0,伯恩茅斯,1,171,1.25,英超,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,-0.9997000899730081,0.49996250281228916,16/10/22,327.6666666666667
1160,2,1,0,斯托克城,1,15/09/26,0,3,2,10.5,7,5,2.5,1,0,0,伯恩茅斯,0,1161,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
977,3,1,0,斯托克城,2,16/02/13,1,2,1,11.0,9,5,2.25,1,0,0,伯恩茅斯,4,978,-0.5,英超,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,-0.33330000333300003,-0.9997000899730081,0,46.666666666666664
735,0,0,0,斯托克城,3,16/11/19,0,3,1,10.5,4,2,2.5,1,1,0,伯恩茅斯,3,736,-0.5,英超,0.3333333333333333,1.0,1.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.49996250281228916,0.3333166674999583,0,233.33333333333334
502,2,1,0,斯托克城,0,17/05/06,1,7,3,11.0,0,0,2.5,2,0,0,伯恩茅斯,2,503,-0.25,英超,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.9997000899730081,0.0,15/09/26,401.3333333333333
386,1,0,0,斯托克城,0,17/10/21,0,8,3,11.0,3,2,2.5,2,2,0,伯恩茅斯,1,387,-0.25,英超,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.9998500224966255,16/02/13,373.3333333333333
216,1,1,0,斯托克城,3,18/02/03,1,1,0,10.5,8,4,2.5,2,0,0,伯恩茅斯,2,217,-0.5,英超,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.33330000333300003,0.9997000899730081,16/11/19,273.0
1100,2,2,0,斯旺西,3,15/11/21,0,4,2,9.0,5,2,2.25,2,2,0,伯恩茅斯,2,1101,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
938,2,1,0,斯旺西,0,16/03/12,1,3,2,10.0,5,2,2.25,3,1,0,伯恩茅斯,1,939,-0.5,英超,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,-0.19998800071995684,0,37.333333333333336
667,0,0,0,斯旺西,2,16/12/31,0,4,0,10.5,3,2,2.5,3,2,0,伯恩茅斯,0,668,0.0,英超,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.19998800071995684,0.9997000899730081,0,233.33333333333334
569,0,0,0,斯旺西,2,17/03/19,1,4,2,10.5,2,1,2.75,2,1,0,伯恩茅斯,0,570,-0.25,英超,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.9999000099990001,-0.9998500224966255,15/11/21,311.3333333333333
345,0,0,0,斯旺西,4,17/11/25,0,4,0,10.5,5,3,2.25,0,0,0,伯恩茅斯,2,346,0.0,英超,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.9998500224966255,-0.9998500224966255,16/03/12,401.0
111,0,0,0,斯旺西,4,18/05/05,1,6,2,10.0,11,3,2.5,1,1,0,伯恩茅斯,1,112,-0.5,英超,0.0,0.0,0.6666666666666666,0.0,1.3333333333333333,0.0,0.0,0.0,-0.3333166674999583,16/12/31,354.3333333333333
1141,5,4,0,曼城,2,15/10/17,0,1,1,10.5,7,5,3.0,1,1,0,伯恩茅斯,1,1142,-1.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
919,4,3,0,曼城,1,16/04/02,1,4,3,10.5,4,1,2.5,0,0,0,伯恩茅斯,0,920,0.5,英超,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,-0.6666333349999167,-0.33330000333300003,0,56.0
804,4,2,1,曼城,1,16/09/17,0,5,2,11.0,5,2,3.25,0,0,0,伯恩茅斯,1,805,-1.75,英超,0.0,1.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.9999250056245782,-0.9997000899730081,0,168.0
599,2,1,0,曼城,3,17/02/14,1,7,4,10.0,3,1,3.0,0,0,0,伯恩茅斯,2,600,1.25,英超,0.0,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,-0.9999250056245782,0.0,15/10/17,318.0
448,2,1,1,曼城,5,17/08/26,1,5,2,11.0,2,1,3.25,1,1,0,伯恩茅斯,5,449,1.75,英超,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,-0.9998500224966255,-0.19998800071995684,16/04/02,349.0
281,4,1,0,曼城,0,17/12/23,0,4,3,11.0,6,4,4.0,0,0,0,伯恩茅斯,1,282,-3.0,英超,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,-0.33330000333300003,0.0,16/09/17,297.6666666666667
1069,1,1,0,曼联,1,15/12/13,1,7,3,10.0,5,3,2.25,2,1,0,伯恩茅斯,2,1070,0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
849,3,1,0,曼联,1,16/05/18,0,7,3,10.0,1,0,2.75,1,0,0,伯恩茅斯,0,850,-1.0,英超,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.33330000333300003,0.33330000333300003,0,52.333333333333336
841,3,1,0,曼联,1,16/08/14,1,2,2,10.5,4,0,2.25,1,0,0,伯恩茅斯,0,842,0.75,英超,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,-0.49996250281228916,-0.9997000899730081,0,111.0
590,1,1,0,曼联,3,17/03/04,0,15,7,10.5,2,1,3.0,1,1,1,伯恩茅斯,4,591,-1.75,英超,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.49996250281228916,-0.9997000899730081,15/12/13,313.0
300,1,1,0,曼联,1,17/12/14,0,4,1,11.0,9,5,3.25,0,0,0,伯恩茅斯,2,301,-1.75,英超,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.14285102067054267,16/05/18,449.0
133,2,1,0,曼联,1,18/04/19,1,5,4,10.5,8,2,2.75,0,0,0,伯恩茅斯,3,134,0.75,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,-0.9997000899730081,0.33330000333300003,16/08/14,383.3333333333333
1172,0,0,1,桑德兰,5,15/09/19,1,3,1,10.5,7,4,2.75,2,2,0,伯恩茅斯,2,1173,-1.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1007,1,1,0,桑德兰,1,16/01/23,0,3,2,10.5,4,1,2.25,1,1,0,伯恩茅斯,1,1008,0.0,英超,0.6666666666666666,0.0,0.6666666666666666,0.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.9998500224966255,-0.428553062011628,0,42.0
748,2,1,1,桑德兰,3,16/11/05,1,2,1,10.0,12,2,2.75,1,1,0,伯恩茅斯,3,749,-1.0,英超,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,233.33333333333334
511,0,0,0,桑德兰,3,17/04/29,0,6,1,10.5,5,4,2.75,1,0,0,伯恩茅斯,2,512,0.25,英超,0.3333333333333333,0.6666666666666666,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,-0.33330000333300003,0.0,15/09/19,408.3333333333333
1049,0,0,0,水晶宫,0,15/12/26,1,9,5,11.0,8,1,2.5,0,0,0,伯恩茅斯,1,1050,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
991,1,1,0,水晶宫,3,16/02/03,0,5,2,11.0,3,2,2.25,2,1,0,伯恩茅斯,4,992,0.0,英超,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.9997000899730081,0,13.0
822,1,0,0,水晶宫,3,16/08/27,0,10,2,10.5,4,4,2.25,1,1,0,伯恩茅斯,1,823,-0.25,英超,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.0,1.0,0.0,0.0,0.33330000333300003,0.14285102067054267,0,150.33333333333334
628,2,0,0,水晶宫,4,17/02/01,1,3,2,11.0,2,2,2.5,0,0,0,伯恩茅斯,0,629,-0.25,英超,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,-0.49996250281228916,15/12/26,308.3333333333333
313,2,2,0,水晶宫,5,17/12/09,0,6,3,11.0,3,2,2.5,2,2,0,伯恩茅斯,2,314,-0.5,英超,0.0,0.6666666666666666,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,-0.9998500224966255,-0.9999250056245782,16/02/03,485.0
