,away_goal_a_1,away_goal_half_a_1,away_red_a_1,away_team_a_1,away_yellow_a_1,date_a_1,flag_a_1,footGoal_away_a_1,footGoal_away_half_a_1,footGoal_bet_a_1,footGoal_home_a_1,footGoal_home_half_a_1,goals_bet_a_1,home_goal_a_1,home_goal_half_a_1,home_red_a_1,home_team_a_1,home_yellow_a_1,id_a_1,main_bet_a_1,match_a_1,l_home_goal,l_away_goal,l_home_yellow,l_home_red,l_away_yellow,l_away_red,l_flag,l_net_goal,l_net_yellow,l_date,l_diff_time
598,2,1,0,埃弗顿,0,17/02/25,0,10,7,11.0,6,2,2.75,0,0,0,桑德兰,2,599,-1.25,英超,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.9999000099990001,0.0,15/11/01,312.0
1572,1,1,0,女王公园巡游者,1,14/08/30,0,4,4,11.0,6,2,2.25,0,0,0,桑德兰,2,1573,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1356,2,1,0,女王公园巡游者,3,15/02/11,1,4,3,11.0,8,1,2.25,0,0,0,桑德兰,2,1357,-0.5,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,-0.9997000899730081,0.33330000333300003,0,55.0
1559,2,1,0,托特纳姆热刺,1,14/09/13,1,5,4,11.0,6,1,2.5,2,1,0,桑德兰,5,1560,0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1385,2,1,0,托特纳姆热刺,1,15/01/17,0,6,4,11.0,6,2,2.75,1,1,0,桑德兰,2,1386,-1.0,英超,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666333349999167,0,42.0
1177,1,0,0,托特纳姆热刺,1,15/09/13,1,8,2,10.5,6,4,2.5,0,0,0,桑德兰,2,1178,0.5,英超,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,-0.33330000333300003,0.33330000333300003,0,201.33333333333334
1017,4,0,0,托特纳姆热刺,0,16/01/16,0,11,1,10.5,2,2,3.25,1,1,0,桑德兰,2,1018,-1.5,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.9997000899730081,0.33330000333300003,14/09/13,326.3333333333333
799,1,0,0,托特纳姆热刺,1,16/09/18,0,14,7,11.0,1,0,3.0,0,0,1,桑德兰,6,800,-1.5,英超,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,-0.5999640021598704,0.9998500224966255,15/01/17,409.0
625,0,0,0,托特纳姆热刺,0,17/02/01,1,12,4,10.5,2,2,3.25,0,0,0,桑德兰,2,626,1.5,英超,0.0,0.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,0.0,0.0,-0.9997000899730081,0.7142551033527134,15/09/13,341.6666666666667
1532,1,1,0,斯托克城,3,14/10/04,1,2,1,10.5,7,4,2.25,3,2,0,桑德兰,3,1533,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1271,1,1,0,斯托克城,2,15/04/25,0,9,6,10.5,7,1,2.25,1,1,0,桑德兰,3,1272,-0.5,英超,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.3333333333333333,0.49996250281228916,0.0,0,67.66666666666667
1090,0,0,1,斯托克城,3,15/11/28,1,5,4,9.5,9,4,2.25,2,0,0,桑德兰,0,1091,0.0,英超,0.3333333333333333,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.19998800071995684,0,212.33333333333334
882,1,0,0,斯托克城,2,16/04/30,0,2,2,10.0,8,3,2.25,1,0,0,桑德兰,2,883,0.0,英超,0.6666666666666666,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.9998500224966255,-0.9999000099990001,14/10/04,366.3333333333333
776,2,2,0,斯托克城,1,16/10/15,0,6,2,10.5,4,4,2.5,0,0,0,桑德兰,1,777,-0.5,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,15/04/25,343.0
643,3,3,0,斯托克城,1,17/01/14,1,2,2,10.0,5,1,2.5,1,1,0,桑德兰,3,644,0.25,英超,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.9998500224966255,0.0,15/11/28,254.33333333333334
1541,0,0,1,斯旺西,2,14/09/27,1,1,1,10.5,10,7,2.25,0,0,0,桑德兰,2,1542,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1365,1,0,0,斯旺西,3,15/02/07,0,6,2,10.0,1,0,2.25,1,1,0,桑德兰,4,1366,-0.5,英超,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0,44.333333333333336
1203,1,1,0,斯旺西,2,15/08/22,1,4,1,10.0,3,1,2.25,1,0,0,桑德兰,4,1204,0.5,英超,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.14285102067054267,0,175.0
1020,2,2,1,斯旺西,0,16/01/14,0,8,5,9.0,6,3,2.25,4,1,0,桑德兰,2,1021,-0.75,英超,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333166674999583,14/09/27,320.0
705,3,0,0,斯旺西,1,16/12/10,0,7,1,10.0,4,2,2.75,0,0,0,桑德兰,2,706,-0.5,英超,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.3333166674999583,0.9998500224966255,15/02/07,493.0
488,2,2,0,斯旺西,0,17/05/13,1,4,3,10.0,8,2,2.5,0,0,0,桑德兰,4,489,0.25,英超,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,-0.9999000099990001,0.33330000333300003,15/08/22,423.0
1462,4,2,0,曼城,1,14/12/04,1,0,0,10.5,2,1,3.0,1,1,0,桑德兰,1,1463,1.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1407,3,0,0,曼城,2,15/01/01,0,10,4,11.5,4,2,3.0,2,0,0,桑德兰,3,1408,-1.75,英超,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.5999640021598704,0.0,0,9.333333333333334
1047,4,3,0,曼城,1,15/12/26,0,5,1,11.0,1,0,3.5,1,0,0,桑德兰,1,1048,-2.0,英超,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,-0.19998800071995684,0.19998800071995684,0,248.66666666666666
998,1,1,0,曼城,4,16/02/03,1,4,2,10.0,8,3,2.75,0,0,0,桑德兰,1,999,1.0,英超,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.5999640021598704,0.0,14/12/04,287.6666666666667
842,2,1,0,曼城,1,16/08/14,0,9,2,10.5,6,3,3.0,1,0,0,桑德兰,2,843,-1.75,英超,0.0,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,0.0,0.3333333333333333,-0.9997000899730081,-0.5999640021598704,15/01/01,338.6666666666667
582,2,1,0,曼城,0,17/03/06,1,4,2,10.5,6,3,3.25,0,0,0,桑德兰,1,583,1.75,英超,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,-0.33330000333300003,0.33330000333300003,15/12/26,345.6666666666667
1576,1,1,0,曼联,2,14/08/24,1,4,1,10.5,4,1,2.5,1,1,0,桑德兰,0,1577,1.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1337,2,2,0,曼联,1,15/02/28,0,13,13,10.5,1,1,2.75,0,0,1,桑德兰,1,1338,-1.5,英超,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,-0.9998500224966255,0,62.666666666666664
1163,3,1,0,曼联,0,15/09/26,0,5,3,10.0,2,0,3.0,0,0,0,桑德兰,3,1164,-2.0,英超,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,-0.9998500224966255,0.0,0,202.66666666666666
978,1,1,0,曼联,3,16/02/13,1,8,5,10.0,6,0,2.25,2,1,0,桑德兰,2,979,0.75,英超,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.9999000099990001,0.9999000099990001,14/08/24,342.6666666666667
675,3,1,0,曼联,1,16/12/26,0,5,3,11.0,5,2,3.25,1,0,0,桑德兰,2,676,-2.0,英超,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.33330000333300003,-0.19998800071995684,15/02/28,480.3333333333333
538,3,1,0,曼联,5,17/04/09,1,5,4,9.5,4,2,2.75,0,0,1,桑德兰,1,539,1.25,英超,0.3333333333333333,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,-0.49996250281228916,0.33330000333300003,15/09/26,362.0
1499,1,0,1,水晶宫,1,14/11/04,0,11,3,10.5,2,1,2.25,3,1,0,桑德兰,3,1500,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1289,4,0,0,水晶宫,2,15/04/11,1,4,2,11.0,8,3,2.25,1,0,0,桑德兰,2,1290,0.0,英超,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.49996250281228916,0.49996250281228916,0,52.666666666666664
1095,0,0,0,水晶宫,1,15/11/24,0,11,4,10.5,2,1,2.5,1,0,0,桑德兰,3,1096,-1.0,英超,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.5999640021598704,0.0,0,204.0
959,2,0,0,水晶宫,1,16/03/02,1,5,2,10.5,4,2,2.25,2,1,0,桑德兰,1,960,-0.25,英超,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.9997000899730081,0.49996250281228916,14/11/04,303.0
794,3,0,0,水晶宫,2,16/09/24,1,5,3,11.0,3,1,2.25,2,1,0,桑德兰,0,795,-0.25,英超,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,15/04/11,347.6666666666667
612,0,0,0,水晶宫,3,17/02/04,0,7,4,10.5,1,1,2.5,4,4,0,桑德兰,3,613,-0.75,英超,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.19998800071995684,-0.9998500224966255,15/11/24,303.3333333333333
1070,1,1,0,沃特福德,0,15/12/12,1,3,1,10.0,8,3,2.25,0,0,0,桑德兰,1,1071,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
857,2,0,0,沃特福德,1,16/05/15,0,7,2,10.0,4,4,3.0,2,1,0,桑德兰,0,858,-1.0,英超,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,-0.9997000899730081,0.9997000899730081,0,51.666666666666664
684,0,0,0,沃特福德,2,16/12/17,1,11,5,9.5,4,3,2.25,1,0,0,桑德兰,1,685,0.0,英超,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-0.9997000899730081,0,195.66666666666666
560,1,0,0,沃特福德,1,17/04/01,0,13,6,9.5,9,6,2.25,0,0,0,桑德兰,3,561,-0.5,英超,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.9997000899730081,-0.33330000333300003,15/12/12,300.6666666666667
830,2,2,0,米德尔斯堡,1,16/08/21,1,1,1,10.5,8,3,2.0,1,0,0,桑德兰,1,831,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
518,1,1,0,米德尔斯堡,3,17/04/27,0,3,0,9.5,5,3,2.5,0,0,0,桑德兰,3,519,-0.25,英超,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.33330000333300003,0.0,0,83.0
1431,0,0,0,纽卡斯尔,3,14/12/21,0,7,2,11.5,1,1,2.25,1,0,0,桑德兰,5,1432,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1295,0,0,0,纽卡斯尔,2,15/04/05,1,4,0,10.5,8,6,2.25,1,1,0,桑德兰,5,1296,0.0,英超,0.3333333333333333,0.0,1.6666666666666667,0.0,1.0,0.0,0.0,0.9997000899730081,0.24999062535154928,0,35.0
1128,0,0,1,纽卡斯尔,2,15/10/25,1,10,6,10.5,1,0,2.5,3,1,0,桑德兰,0,1129,0.0,英超,0.3333333333333333,0.0,1.6666666666666667,0.0,0.6666666666666666,0.0,0.3333333333333333,0.9997000899730081,0.428553062011628,0,170.33333333333334
929,1,0,0,纽卡斯尔,4,16/03/20,0,2,0,10.5,5,3,2.25,1,1,0,桑德兰,1,930,-0.25,英超,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9999000099990001,-0.9998500224966255,14/12/21,317.3333333333333
1488,0,0,0,莱斯特,2,14/11/22,0,6,3,10.5,9,4,2.5,0,0,0,桑德兰,3,1489,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1239,0,0,0,莱斯特,1,15/05/16,1,9,6,11.0,8,2,2.25,0,0,0,桑德兰,4,1240,0.0,英超,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.19998800071995684,0,58.333333333333336
1221,4,3,0,莱斯特,1,15/08/08,0,6,1,11.0,3,2,2.25,2,0,0,桑德兰,4,1222,-0.75,英超,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5999640021598704,0,114.33333333333333
908,2,0,0,莱斯特,1,16/04/10,1,7,5,11.0,1,0,2.25,0,0,0,桑德兰,1,909,0.25,英超,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.3333166674999583,0.5999640021598704,14/11/22,360.3333333333333
715,1,0,0,莱斯特,1,16/12/03,1,4,1,10.5,3,1,2.5,2,0,0,桑德兰,3,716,0.25,英超,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.9998500224966255,0.0,15/05/16,429.0
555,2,0,0,莱斯特,0,17/04/05,0,5,2,10.5,6,6,2.75,0,0,0,桑德兰,1,556,-1.0,英超,0.6666666666666666,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.33330000333300003,0.49996250281228916,15/08/08,363.0
1591,2,1,0,西布朗维奇,3,14/08/16,0,6,4,10.0,3,0,2.25,2,1,0,桑德兰,1,1592,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1345,0,0,0,西布朗维奇,2,15/02/21,1,2,1,10.0,11,5,2.0,0,0,0,桑德兰,1,1346,0.0,英超,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,-0.49996250281228916,0,63.0
1142,1,0,0,西布朗维奇,2,15/10/17,0,1,0,10.0,5,3,2.25,0,0,0,桑德兰,2,1143,-0.5,英超,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,-0.33330000333300003,0,221.66666666666666
922,0,0,0,西布朗维奇,1,16/04/02,1,3,0,10.5,9,0,2.25,0,0,0,桑德兰,1,923,-0.5,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,-0.9997000899730081,0.0,14/08/16,389.6666666666667
785,1,1,0,西布朗维奇,3,16/10/01,1,5,4,10.5,6,4,2.25,1,0,0,桑德兰,1,786,-0.25,英超,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,15/02/21,373.3333333333333
635,2,2,0,西布朗维奇,1,17/01/21,0,1,1,10.0,4,2,2.5,0,0,0,桑德兰,1,636,-0.75,英超,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,-0.49996250281228916,15/10/17,289.3333333333333
1444,1,1,0,西汉姆,2,14/12/13,1,8,2,11.0,6,1,2.25,1,1,0,桑德兰,2,1445,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1307,1,0,0,西汉姆,0,15/03/22,0,6,3,11.0,4,1,2.5,0,0,0,桑德兰,1,1308,-0.5,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0,33.0
1150,2,1,0,西汉姆,4,15/10/03,1,8,2,10.5,1,1,2.5,2,2,1,桑德兰,3,1151,0.25,英超,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,-0.9997000899730081,0.9997000899730081,0,163.0
968,1,1,0,西汉姆,1,16/02/27,0,5,4,10.5,6,4,2.5,0,0,0,桑德兰,0,969,-0.5,英超,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.0,-0.14285102067054267,14/12/13,310.0
767,1,0,0,西汉姆,2,16/10/22,0,6,4,10.5,2,0,2.75,0,0,0,桑德兰,5,768,-0.75,英超,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,-0.9997000899730081,-0.9997000899730081,15/03/22,401.0
532,2,1,1,西汉姆,1,17/04/15,1,1,0,10.0,7,4,2.5,2,1,0,桑德兰,1,533,0.0,英超,0.0,0.3333333333333333,1.6666666666666667,0.0,0.6666666666666666,0.0,0.0,-0.9997000899730081,0.428553062011628,15/10/03,382.6666666666667
1209,3,2,0,诺维奇,2,15/08/15,1,6,3,10.0,6,2,2.25,1,0,0,桑德兰,1,1210,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
904,0,0,0,诺维奇,2,16/04/16,0,14,6,10.0,0,0,2.25,3,1,0,桑德兰,2,905,-0.25,英超,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.49996250281228916,-0.33330000333300003,0,81.66666666666667
1425,3,1,0,赫尔,2,14/12/26,1,4,0,10.5,10,6,2.0,1,1,0,桑德兰,5,1426,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1331,1,1,0,赫尔,2,15/03/04,0,6,3,10.5,4,0,2.0,1,0,0,桑德兰,6,1332,-0.25,英超,0.3333333333333333,1.0,1.6666666666666667,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.49996250281228916,0.428553062011628,0,22.666666666666668
737,0,0,0,赫尔,0,16/11/19,1,8,3,10.5,2,1,2.25,3,1,1,桑德兰,2,738,-0.25,英超,0.3333333333333333,0.3333333333333333,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.4999812507030987,0,440.0
501,0,0,0,赫尔,3,17/05/06,0,7,1,10.5,4,3,2.75,2,0,0,桑德兰,1,502,-1.0,英超,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.9999000099990001,0.9998500224966255,14/12/26,608.0
1416,0,0,1,阿斯顿维拉,1,14/12/28,0,4,0,10.5,4,2,2.0,0,0,0,桑德兰,4,1417,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1318,4,4,0,阿斯顿维拉,1,15/03/15,1,5,5,10.5,2,2,2.0,0,0,0,桑德兰,1,1319,-0.25,英超,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5999640021598704,0,25.666666666666668
1193,2,2,0,阿斯顿维拉,2,15/08/29,0,5,3,10.0,4,1,2.25,2,1,0,桑德兰,1,1194,-0.5,英超,0.0,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.9999250056245782,0.0,0,137.0
1033,1,0,0,阿斯顿维拉,3,16/01/02,1,3,2,10.0,3,1,2.25,3,1,0,桑德兰,3,1034,-0.25,英超,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,-0.33330000333300003,14/12/28,263.0
1234,0,0,0,阿森纳,1,15/05/21,0,5,2,11.5,2,0,3.0,0,0,0,桑德兰,0,1235,-1.75,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1083,3,1,0,阿森纳,1,15/12/05,0,3,0,10.5,2,1,3.0,1,1,0,桑德兰,1,1084,-1.75,英超,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-0.9997000899730081,0,66.0
885,0,0,0,阿森纳,4,16/04/24,1,7,5,10.5,7,2,2.75,0,0,0,桑德兰,2,886,1.0,英超,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.49996250281228916,0.0,0,160.0
758,4,1,0,阿森纳,3,16/10/29,1,8,3,10.0,0,0,2.75,1,0,0,桑德兰,4,759,1.25,英超,0.0,0.0,0.6666666666666666,0.0,1.3333333333333333,0.0,0.3333333333333333,0.0,-0.3333166674999583,15/05/21,348.0
482,2,0,0,阿森纳,4,17/05/17,0,17,8,11.0,3,1,3.75,0,0,0,桑德兰,2,483,-2.5,英超,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.0,0.0,0.3333333333333333,-0.5999640021598704,0.14285102067054267,15/12/05,372.3333333333333
13,1,0,0,伍尔弗汉普顿,4,18/10/06,1,3,2,10.5,6,4,2.25,0,0,0,水晶宫,3,14,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1560,0,0,0,伯恩利,2,14/09/13,1,6,3,10.5,5,3,2.25,0,0,0,水晶宫,2,1561,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1384,2,2,0,伯恩利,1,15/01/17,0,5,3,11.0,7,4,2.25,3,1,0,水晶宫,3,1385,-0.25,英超,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0,42.0
747,3,2,0,伯恩利,1,16/11/05,0,4,2,11.0,7,4,2.25,2,0,0,水晶宫,2,748,0.25,英超,1.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.0,0.19998800071995684,0.49996250281228916,0,480.6666666666667
510,2,1,0,伯恩利,0,17/04/30,1,4,3,11.5,14,7,2.25,0,0,0,水晶宫,2,511,-0.75,英超,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,-0.19998800071995684,0.33330000333300003,14/09/13,656.6666666666666
431,1,1,0,伯恩利,1,17/09/10,0,3,2,10.5,13,7,2.25,0,0,0,水晶宫,1,432,-0.25,英超,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,-0.9998500224966255,0.9998500224966255,15/01/17,469.6666666666667
245,0,0,0,伯恩利,3,18/01/13,1,2,1,11.0,3,2,2.0,1,1,0,水晶宫,0,246,-0.25,英超,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.9997000899730081,0.0,16/11/05,272.3333333333333
1049,0,0,0,伯恩茅斯,1,15/12/26,0,8,1,11.0,9,5,2.5,0,0,0,水晶宫,0,1050,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
991,2,1,0,伯恩茅斯,4,16/02/03,1,3,2,11.0,5,2,2.25,1,1,0,水晶宫,3,992,0.0,英超,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-0.9997000899730081,0,13.0
822,1,1,0,伯恩茅斯,1,16/08/27,1,4,4,10.5,10,2,2.25,1,0,0,水晶宫,3,823,-0.25,英超,0.3333333333333333,0.6666666666666666,1.0,0.0,1.3333333333333333,0.0,0.3333333333333333,-0.33330000333300003,-0.14285102067054267,0,150.33333333333334
628,0,0,0,伯恩茅斯,0,17/02/01,0,2,2,11.0,3,2,2.5,2,0,0,水晶宫,4,629,-0.25,英超,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.49996250281228916,15/12/26,308.3333333333333
313,2,2,0,伯恩茅斯,2,17/12/09,1,3,2,11.0,6,3,2.5,2,2,0,水晶宫,5,314,-0.5,英超,0.6666666666666666,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.9998500224966255,0.9999250056245782,16/02/03,485.0
152,2,0,0,伯恩茅斯,2,18/04/07,0,11,4,10.5,3,3,2.75,2,0,0,水晶宫,2,153,0.0,英超,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.428553062011628,16/08/27,379.0
19,2,1,0,伯恩茅斯,3,18/10/02,0,3,1,10.5,3,2,2.75,1,0,0,水晶宫,4,20,-0.25,英超,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,17/02/01,361.0
1523,2,1,1,切尔西,1,14/10/18,1,2,1,11.0,3,2,2.5,0,0,1,水晶宫,2,1524,1.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1256,1,1,0,切尔西,2,15/05/03,0,3,2,11.0,6,2,2.75,0,0,0,水晶宫,2,1257,-1.5,英超,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.9998500224966255,0.33330000333300003,0,65.66666666666667
1190,1,0,0,切尔西,1,15/08/29,0,7,4,11.0,7,5,2.75,2,0,0,水晶宫,1,1191,-1.25,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,-0.9997000899730081,0.0,0,144.33333333333334
1026,3,1,0,切尔西,0,16/01/03,1,7,3,10.5,5,4,2.25,0,0,0,水晶宫,3,1027,0.5,英超,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.33330000333300003,0.0,14/10/18,271.3333333333333
688,1,1,0,切尔西,3,16/12/17,1,3,1,11.0,5,2,2.75,0,0,0,水晶宫,2,689,1.0,英超,0.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,-0.9999000099990001,0.9999000099990001,15/05/03,473.0
559,1,1,0,切尔西,3,17/04/01,0,9,5,11.0,3,2,2.75,2,2,0,水晶宫,2,560,-1.5,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,-0.9997000899730081,-0.19998800071995684,15/08/29,380.0
393,1,1,0,切尔西,1,17/10/14,1,8,3,10.0,5,4,2.5,2,2,0,水晶宫,2,394,1.25,英超,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.33330000333300003,-0.19998800071995684,16/01/03,382.3333333333333
172,2,2,0,切尔西,1,18/03/11,0,12,7,11.0,3,1,2.75,1,0,0,水晶宫,2,173,-1.5,英超,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.33330000333300003,0.33330000333300003,16/12/17,313.6666666666667
1481,1,1,0,利物浦,2,14/11/23,1,3,0,10.5,4,3,2.5,3,1,0,水晶宫,1,1482,0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
